Undiscovered Site,Most Similar To,Similarity Score,Centrality Score,Most Similar Site Centrality
velia,tusculum,0.9389765858650208,0.8835992926643008,0.9105924935567946
Velienses,arretium,0.9263501763343811,0.844925256002517,0.8374279311725071
ulubrae,Cumae,0.9250668287277222,0.8676495012782869,0.9162021080652872
neapolis,signia,0.8179025650024414,0.7710914867264884,0.9131283987136114
