Romurbital Site,Most Similar To,Similarity Score,Centrality Score,Most Similar Site Centrality
Varia,cannae,0.9884338974952698,0.9406595785676697,0.9479494256737792
ostia,antium,0.9882199764251709,0.944187061286267,0.9524876295048513
calatia,velitrae,0.9878613352775574,0.9433007854738353,0.9491440992296478
capena,Vico,0.9876821637153625,0.9467017654283547,0.9408479277734403
fundi,Vico,0.9871438145637512,0.927830837391041,0.9408479277734403
lanuvium,capena,0.9871405363082886,0.941946694880356,0.9467017654283547
aricia,veii,0.9871078133583069,0.940723721259906,0.9468807644314237
petelia,veii,0.9870494604110718,0.9369813983823047,0.9468807644314237
genua,capua,0.9867997169494629,0.9372331334484948,0.9501819640030096
setia,antium,0.9866558313369751,0.9456701716523112,0.9524876295048513
firmum,signia,0.9864102005958557,0.9372307073186945,0.9477572687614111
pisae,antium,0.9862175583839417,0.9407713586165581,0.9524876295048513
volturnum,nola,0.985496997833252,0.9439409055091716,0.9504789894009814
anagnia,Vico,0.985398530960083,0.931142638494939,0.9408479277734403
reate,Vico,0.9846433997154236,0.9295690357685089,0.9408479277734403
lavinium,Vico,0.9845465421676636,0.9321120396072482,0.9408479277734403
larinum,antium,0.9843371510505676,0.940516597326891,0.9524876295048513
arretium,antium,0.9842842817306519,0.9381342011469381,0.9524876295048513
frusino,praeneste,0.9829568862915039,0.9396048692273505,0.9473583621007425
amiternum,fregellae,0.9825441837310791,0.9421220944251543,0.9451493517852124
Cumae,suessula,0.981943666934967,0.9287334522347391,0.9433160806879585
clusium,capua,0.9809468984603882,0.9355012553709524,0.9501819640030096
luna,reate,0.9804344177246094,0.928346820819525,0.9295690357685089
sora,cales,0.9804129004478455,0.9384878745049606,0.9474265023514077
eretum,satricum,0.9801651239395142,0.9346243389594702,0.94857320263062
casinum,Vico,0.9800366759300232,0.930611080593533,0.9408479277734403
allifae,casilinum,0.9800330996513367,0.9331567037252733,0.9494427968690424
spoletium,antium,0.9774913191795349,0.9341546083674018,0.9524876295048513
paestum,antium,0.9770687818527222,0.9346487842224263,0.9524876295048513
compsa,tibur,0.9764403104782104,0.9341460999883251,0.9486579460862242
pompeii,cannae,0.9754966497421265,0.926161081334691,0.9479494256737792
Faventia,veii,0.9752835035324097,0.9248212616384766,0.9468807644314237
ocriculum,venusia,0.9749835133552551,0.9308282847021833,0.9459011937365119
artena,tusculum,0.9745882153511047,0.9238717809871391,0.9467968473463882
antemnae,signia,0.9741403460502625,0.9285648612328518,0.9477572687614111
grumentum,tibur,0.9739059209823608,0.9299418447930136,0.9486579460862242
liternum,antium,0.9723454713821411,0.9307554879306276,0.9524876295048513
trebula,suessula,0.9711981415748596,0.9200215446360317,0.9433160806879585
interamnates,antium,0.9699639678001404,0.9278048118691385,0.9524876295048513
herculaneum,misenum,0.9684882760047913,0.8690896935668992,0.8604144328906213
misenum,herculaneum,0.9684882760047913,0.8604144328906213,0.8690896935668992
arpi,capua,0.9681393504142761,0.9222489363617368,0.9501819640030096
cortona,arretium,0.9664977788925171,0.9195795029769709,0.9381342011469381
graviscae,ostia,0.9659649133682251,0.9186887251742092,0.944187061286267
saepinum,antium,0.9656827449798584,0.9233175140840036,0.9524876295048513
minturnae,ostia,0.9647191166877747,0.9156430702150604,0.944187061286267
scylla,ostia,0.9642252922058105,0.9172597836565088,0.944187061286267
aesis,misenum,0.9630587100982666,0.8422148327032725,0.8604144328906213
Horta,misenum,0.9614905714988708,0.859429371577722,0.8604144328906213
callifae,allifae,0.9613164663314819,0.8801541887683633,0.9331567037252733
volsinii,signia,0.9601918458938599,0.9181154230494558,0.9477572687614111
telesia,herculaneum,0.9597201347351074,0.8804590915456231,0.8690896935668992
pisaurum,sora,0.9579548239707947,0.8998267709473033,0.9384878745049606
cures,genua,0.9558338522911072,0.8790099072603532,0.9372331334484948
ficana,capua,0.9553439617156982,0.9136158816608382,0.9501819640030096
barium,capena,0.9549895524978638,0.9100434964085803,0.9467017654283547
aecae,formiae,0.9536159634590149,0.910309726441348,0.9437524720474526
pyrgi,minturnae,0.9534698724746704,0.8334314205028392,0.9156430702150604
fregenae,minturnae,0.9529493451118469,0.8704158479784742,0.9156430702150604
sentinum,allifae,0.9522035121917725,0.9051422439975503,0.9331567037252733
aquinum,casinum,0.9488650560379028,0.88149192450959,0.930611080593533
mevania,allifae,0.9472015500068665,0.8898843927883807,0.9331567037252733
amyclae,casinum,0.9465813636779785,0.90337653218964,0.930611080593533
caiatia,suessula,0.944461464881897,0.8863394021252056,0.9433160806879585
sulmo,amiternum,0.9429386854171753,0.8900848671242043,0.9421220944251543
aufidena,pisaurum,0.9370349645614624,0.8396886186099347,0.8998267709473033
Teanum Sidicinum,larinum,0.9355116486549377,0.8798401440367286,0.940516597326891
arpinum,sora,0.9296938180923462,0.866973000176159,0.9384878745049606
bantia,Cumae,0.9286514520645142,0.8597482972674899,0.9287334522347391
nursia,ostia,0.9235970377922058,0.8796686482282332,0.944187061286267
florentia,aricia,0.9221247434616089,0.8747947517736459,0.940723721259906
atina,calatia,0.9213234782218933,0.8656022504523948,0.9433007854738353
forentum,fregellae,0.9172772169113159,0.8714507648974289,0.9451493517852124
bovillae,ostia,0.9166948199272156,0.8590855013441157,0.944187061286267
iguvium,calatia,0.9164423942565918,0.867683803225741,0.9433007854738353
Treba,telesia,0.9122164249420166,0.837754992791164,0.8804590915456231
alsium,lanuvium,0.9008409976959229,0.8540824121899075,0.941946694880356
pollentia,anagnia,0.9007124304771423,0.8398986436702587,0.931142638494939
ficulea,nomentum,0.8853835463523865,0.818311815276558,0.9384447391386386
acerrae,sora,0.8777583241462708,0.8080370554953445,0.9384878745049606
