Undiscovered Site,Most Similar To,Similarity Score,Centrality Score,Most Similar Site Centrality
velia,tusculum,0.9695889353752136,0.8973180413246155,0.8938869535923004
laurentum,Caieta,0.93142169713974,0.8580532908439636,0.861215478181839
