Romurbital Site,Most Similar To,Similarity Score,Centrality Score,Most Similar Site Centrality
fundi,Caieta,0.9508682489395142,0.8579087734222413,0.861215478181839
Caieta,fundi,0.9508682489395142,0.861215478181839,0.8579087734222413
tusculum,Varia,0.9442605972290039,0.8938869535923004,0.9048924505710602
Varia,tusculum,0.9442605972290039,0.9048924505710602,0.8938869535923004
signia,Varia,0.9334840774536133,0.8706380128860474,0.9048924505710602
luna,Varia,0.9195616841316223,0.8575350224971772,0.9048924505710602
sora,tusculum,0.9012770056724548,0.8451758205890656,0.8938869535923004
misenum,Caieta,0.889613687992096,0.8518024146556854,0.861215478181839
