Romurbital Site,Most Similar To,Similarity Score,Centrality Score,Most Similar Site Centrality
Ἡράκλειον,Ῥήγιον,0.9880639910697937,0.9615174353122711,0.967743170261383
Ῥήγιον,Ἡράκλειον,0.9880639910697937,0.967743170261383,0.9615174353122711
Ἡράκλεια,Ῥήγιον,0.9878149628639221,0.9627196907997131,0.967743170261383
Κύμη,Ῥήγιον,0.9859071373939514,0.9624601304531097,0.967743170261383
Μεταπόντιον,Σκύλλαιον,0.9773325324058533,0.9356409668922424,0.9433650314807892
Σκύλλαιον,Μεταπόντιον,0.9773325324058533,0.9433650314807892,0.9356409668922424
Πύργοι,Ἡράκλειον,0.971922755241394,0.9399613380432129,0.9615174353122711
Κύρις,Ἡράκλεια,0.9263535737991333,0.8905935525894165,0.9627196907997131
