Romurbital Site,Most Similar To,Similarity Score,Centrality Score,Most Similar Site Centrality
alsium,ostia,0.9600850343704224,0.8709909676694546,0.8855970359983898
Ameria,Vico,0.9596731066703796,0.8720780927307752,0.8787632754870823
herculaneum,reate,0.9569675326347351,0.8636857721270347,0.8942647681755274
minturnae,formiae,0.9568629860877991,0.8573929136302195,0.8612145534178026
amyclae,arpi,0.9566056728363037,0.8273147652749302,0.8159065429045229
arpi,amyclae,0.9566056728363037,0.8159065429045229,0.8273147652749302
firmum,Varia,0.9562856554985046,0.8414630910166266,0.8569724239459654
antium,scylla,0.9561918377876282,0.8481051520425447,0.8731734756709767
collatia,tibur,0.9550478458404541,0.8708723086078151,0.876427026427522
larinum,amyclae,0.9545828700065613,0.8246891652645708,0.8273147652749302
Statonia,Vico,0.9543272256851196,0.8560662391234417,0.8787632754870823
Cumae,Vico,0.9531608819961548,0.8444318361833792,0.8787632754870823
ardea,reate,0.952957034111023,0.8599081963908916,0.8942647681755274
pisae,canusium,0.9517306685447693,0.8717557309436149,0.8813783952168056
barium,amyclae,0.951730489730835,0.8150973891725346,0.8273147652749302
amiternum,tibur,0.9502764940261841,0.8610102534294128,0.876427026427522
fregenae,alsium,0.9495437145233154,0.8454504159032082,0.8709909676694546
nursia,trebula,0.948554277420044,0.8613070314433299,0.8938675717431672
Asculum,Auximum,0.9474142789840698,0.8572656232483533,0.8611371537455085
Auximum,Asculum,0.9474142789840698,0.8611371537455085,0.8572656232483533
aricia,Cumae,0.946882963180542,0.7741791666770468,0.8444318361833792
Cliternia,atina,0.9457166194915771,0.8581433819264782,0.8849678432860342
liternum,aquilonia,0.944597065448761,0.7979928263190652,0.8336304705970141
arretium,pollentia,0.9431253671646118,0.8206504615796667,0.8802277226837314
cales,aquilonia,0.942966639995575,0.8166244500348357,0.8336304705970141
cannae,Vico,0.940902054309845,0.8303103528055203,0.8787632754870823
iguvium,genua,0.9402064085006714,0.8216703120543032,0.8579306314591648
Parthenope,herculaneum,0.9397101998329163,0.8350388959151547,0.8636857721270347
volturnum,Vico,0.9391587972640991,0.8478739314338788,0.8787632754870823
volsinii,Varia,0.9384475350379944,0.807572891923035,0.8569724239459654
setia,Faventia,0.937918484210968,0.8464723975480009,0.8907465277885904
veii,ostia,0.9302501678466797,0.8371164352715421,0.8855970359983898
sulmo,Varia,0.9293539524078369,0.8069702127352864,0.8569724239459654
Marruvium,praeneste,0.9288932085037231,0.8020012334090512,0.8679046379465635
Vulci,praeneste,0.9249182939529419,0.812022572471982,0.8679046379465635
ocriculum,ostia,0.9244406223297119,0.8317870659893062,0.8855970359983898
Fidentia,trebula,0.9235237240791321,0.8347225493314315,0.8938675717431672
casilinum,Vico,0.9176685214042664,0.7954701963736086,0.8787632754870823
Barduli,atina,0.9173967242240906,0.8262645233245123,0.8849678432860342
florentia,genua,0.9169440865516663,0.7703816935318668,0.8579306314591648
nola,veii,0.9138942956924438,0.7881189073835101,0.8371164352715421
Treba,praeneste,0.9071361422538757,0.8050212057269349,0.8679046379465635
terina,Asculum,0.9057899117469788,0.8172163878168378,0.8572656232483533
Ginosa,fidenae,0.9008909463882446,0.7389809846067105,0.846029573962802
casinum,praeneste,0.8992304801940918,0.8029443504048043,0.8679046379465635
paestum,alsium,0.8970903754234314,0.8004263031239413,0.8709909676694546
anagnia,alsium,0.8918149471282959,0.8133877969923473,0.8709909676694546
cora,praeneste,0.8862727880477905,0.7686884135616069,0.8679046379465635
cortona,fidenae,0.8828669786453247,0.7497510995183673,0.846029573962802
Soletum,paestum,0.8799129128456116,0.764155829033884,0.8004263031239413
Histonium,interamnates,0.8643642067909241,0.7722678691351494,0.8337320409664492
Corfinium,atina,0.8464676141738892,0.7091101635070074,0.8849678432860342
