Undiscovered Site,Most Similar To,Similarity Score,Centrality Score,Most Similar Site Centrality
Πειραιεύς,Ῥήγιον,0.9834737181663513,0.9494345426559448,0.9491164048512777
Λάρισσα,Σούτριον,0.9612706303596497,0.8434543053309123,0.8323237975438436
