Undiscovered Site,Most Similar To,Similarity Score,Centrality Score,Most Similar Site Centrality
Λάρισα,Κύρις,0.9452322721481323,0.9071112530572074,0.8748221567698887
Πειραιεύς,Κόρα,0.918414831161499,0.9292242016111102,0.8474472079958234
