Undiscovered Site,Most Similar To,Similarity Score,Centrality Score,Most Similar Site Centrality
Λάρισα,Ἡράκλεια,0.9756495952606201,0.9191002799914434,0.9361256223458511
Πειραιεύς,Κόρα,0.9746508002281189,0.9374510966814481,0.9453091346300565
