Romurbital Site,Most Similar To,Similarity Score,Centrality Score,Most Similar Site Centrality
cora,luna,0.9135887622833252,0.8599074823515755,0.8773083005632673
luna,cora,0.9135887622833252,0.8773083005632673,0.8599074823515755
aquilonia,luna,0.8986707925796509,0.846535861492157,0.8773083005632673
signia,luna,0.8918590545654297,0.8161036797932216,0.8773083005632673
tusculum,luna,0.891400158405304,0.8422897372926984,0.8773083005632673
firmum,luna,0.817603588104248,0.8046879768371582,0.8773083005632673
pompeii,luna,0.7280357480049133,0.7391198873519897,0.8773083005632673
